"","time.Bisphenol.b","Agutlumen.Bisphenol.b","Cgut.Bisphenol.b","Cliver.Bisphenol.b","Cven.Bisphenol.b","Clung.Bisphenol.b","Cart.Bisphenol.b","Crest.Bisphenol.b","Ckidney.Bisphenol.b","Cplasma.Bisphenol.b","Atubules.Bisphenol.b","Ametabolized.Bisphenol.b","AUC.Bisphenol.b","time.Bisphenol.a","Agutlumen.Bisphenol.a","Cgut.Bisphenol.a","Cliver.Bisphenol.a","Cven.Bisphenol.a","Clung.Bisphenol.a","Cart.Bisphenol.a","Crest.Bisphenol.a","Ckidney.Bisphenol.a","Cplasma.Bisphenol.a","Atubules.Bisphenol.a","Ametabolized.Bisphenol.a","AUC.Bisphenol.a"
"81",0.7592,0.000103,6.202e-05,0.000112,1.248e-05,8.557e-06,1.248e-05,4.234e-05,9.458e-05,1.985e-05,2.25e-05,0.002744,1.216e-05,0.7592,0.0001093,0.0001327,0.0001704,7.374e-06,6.818e-05,7.377e-06,6.592e-05,0.0001863,9.574e-06,2.366e-05,0.001582,5.42e-06
"82",0.7696,9.391e-05,6.112e-05,0.0001104,1.234e-05,8.461e-06,1.234e-05,4.191e-05,9.353e-05,1.963e-05,2.288e-05,0.002781,1.236e-05,0.7696,9.959e-05,0.0001312,0.0001686,7.341e-06,6.788e-05,7.344e-06,6.583e-05,0.0001854,9.532e-06,2.409e-05,0.001601,5.52e-06
"83",0.78,8.56e-05,6.024e-05,0.0001089,1.22e-05,8.365e-06,1.22e-05,4.148e-05,9.246e-05,1.94e-05,2.326e-05,0.002817,1.257e-05,0.78,9.078e-05,0.0001298,0.0001668,7.309e-06,6.757e-05,7.311e-06,6.572e-05,0.0001846,9.489e-06,2.453e-05,0.001621,5.619e-06
"84",0.7904,7.803e-05,5.937e-05,0.0001074,1.206e-05,8.268e-06,1.206e-05,4.104e-05,9.14e-05,1.918e-05,2.363e-05,0.002853,1.277e-05,0.7904,8.275e-05,0.0001285,0.0001652,7.276e-06,6.727e-05,7.279e-06,6.559e-05,0.0001838,9.447e-06,2.496e-05,0.00164,5.717e-06
"85",0.8008,7.112e-05,5.852e-05,0.0001059,1.192e-05,8.172e-06,1.192e-05,4.06e-05,9.033e-05,1.896e-05,2.4e-05,0.002888,1.297e-05,0.8008,7.543e-05,0.0001272,0.0001636,7.244e-06,6.698e-05,7.247e-06,6.546e-05,0.000183,9.405e-06,2.539e-05,0.001659,5.815e-06
"86",0.8112,6.483e-05,5.769e-05,0.0001045,1.178e-05,8.075e-06,1.178e-05,4.015e-05,8.927e-05,1.873e-05,2.436e-05,0.002923,1.316e-05,0.8112,6.875e-05,0.0001261,0.0001622,7.212e-06,6.668e-05,7.215e-06,6.53e-05,0.0001822,9.363e-06,2.581e-05,0.001678,5.913e-06
"87",0.8216,5.91e-05,5.688e-05,0.000103,1.164e-05,7.979e-06,1.164e-05,3.971e-05,8.821e-05,1.851e-05,2.472e-05,0.002957,1.335e-05,0.8216,6.267e-05,0.0001249,0.0001608,7.18e-06,6.638e-05,7.183e-06,6.514e-05,0.0001813,9.322e-06,2.624e-05,0.001697,6.01e-06
"88",0.832,5.387e-05,5.608e-05,0.0001016,1.15e-05,7.883e-06,1.15e-05,3.926e-05,8.715e-05,1.829e-05,2.508e-05,0.002991,1.355e-05,0.832,5.713e-05,0.0001239,0.0001594,7.148e-06,6.609e-05,7.151e-06,6.497e-05,0.0001805,9.281e-06,2.666e-05,0.001715,6.107e-06
"89",0.8424,4.91e-05,5.529e-05,0.0001002,1.136e-05,7.787e-06,1.136e-05,3.88e-05,8.609e-05,1.807e-05,2.543e-05,0.003024,1.374e-05,0.8424,5.207e-05,0.0001228,0.0001581,7.116e-06,6.58e-05,7.119e-06,6.478e-05,0.0001797,9.24e-06,2.708e-05,0.001734,6.203e-06
"90",0.8528,4.476e-05,5.452e-05,9.887e-05,1.122e-05,7.692e-06,1.122e-05,3.835e-05,8.504e-05,1.784e-05,2.577e-05,0.003057,1.392e-05,0.8528,4.747e-05,0.0001219,0.0001569,7.085e-06,6.551e-05,7.088e-06,6.459e-05,0.0001789,9.199e-06,2.75e-05,0.001752,6.299e-06
"91",0.8632,4.08e-05,5.376e-05,9.752e-05,1.108e-05,7.597e-06,1.108e-05,3.79e-05,8.399e-05,1.762e-05,2.611e-05,0.003089,1.411e-05,0.8632,4.327e-05,0.0001209,0.0001558,7.054e-06,6.522e-05,7.056e-06,6.44e-05,0.0001782,9.158e-06,2.792e-05,0.00177,6.394e-06
"92",0.8736,3.719e-05,5.301e-05,9.62e-05,1.094e-05,7.503e-06,1.095e-05,3.745e-05,8.295e-05,1.741e-05,2.645e-05,0.003121,1.429e-05,0.8736,3.944e-05,0.00012,0.0001546,7.022e-06,6.493e-05,7.025e-06,6.419e-05,0.0001774,9.118e-06,2.834e-05,0.001788,6.489e-06
"93",0.884,3.39e-05,5.228e-05,9.489e-05,1.081e-05,7.41e-06,1.081e-05,3.7e-05,8.192e-05,1.719e-05,2.679e-05,0.003153,1.447e-05,0.884,3.595e-05,0.0001192,0.0001536,6.991e-06,6.464e-05,6.994e-06,6.398e-05,0.0001766,9.077e-06,2.875e-05,0.001806,6.584e-06
"94",0.8944,3.09e-05,5.156e-05,9.361e-05,1.067e-05,7.317e-06,1.067e-05,3.655e-05,8.089e-05,1.697e-05,2.711e-05,0.003184,1.465e-05,0.8944,3.277e-05,0.0001184,0.0001525,6.961e-06,6.436e-05,6.963e-06,6.376e-05,0.0001758,9.037e-06,2.916e-05,0.001824,6.678e-06
"95",0.9048,2.817e-05,5.085e-05,9.234e-05,1.054e-05,7.225e-06,1.054e-05,3.611e-05,7.988e-05,1.676e-05,2.744e-05,0.003214,1.482e-05,0.9048,2.987e-05,0.0001176,0.0001515,6.93e-06,6.407e-05,6.933e-06,6.354e-05,0.000175,8.997e-06,2.957e-05,0.001841,6.772e-06
"96",0.9152,2.568e-05,5.015e-05,9.109e-05,1.04e-05,7.133e-06,1.041e-05,3.566e-05,7.887e-05,1.655e-05,2.776e-05,0.003245,1.499e-05,0.9152,2.723e-05,0.0001168,0.0001506,6.899e-06,6.379e-05,6.902e-06,6.332e-05,0.0001743,8.958e-06,2.998e-05,0.001859,6.865e-06
"97",0.9256,2.34e-05,4.946e-05,8.986e-05,1.027e-05,7.043e-06,1.027e-05,3.522e-05,7.786e-05,1.634e-05,2.808e-05,0.003275,1.517e-05,0.9256,2.482e-05,0.0001161,0.0001496,6.869e-06,6.351e-05,6.872e-06,6.309e-05,0.0001735,8.918e-06,3.039e-05,0.001876,6.958e-06
"98",0.936,2.133e-05,4.879e-05,8.865e-05,1.014e-05,6.953e-06,1.014e-05,3.478e-05,7.687e-05,1.613e-05,2.839e-05,0.003304,1.533e-05,0.936,2.262e-05,0.0001154,0.0001487,6.839e-06,6.323e-05,6.841e-06,6.285e-05,0.0001727,8.879e-06,3.079e-05,0.001894,7.051e-06
"99",0.9464,1.945e-05,4.812e-05,8.745e-05,1.001e-05,6.864e-06,1.001e-05,3.435e-05,7.589e-05,1.592e-05,2.87e-05,0.003333,1.55e-05,0.9464,2.062e-05,0.0001147,0.0001478,6.808e-06,6.295e-05,6.811e-06,6.262e-05,0.000172,8.84e-06,3.119e-05,0.001911,7.143e-06
"100",0.9568,1.773e-05,4.746e-05,8.627e-05,9.881e-06,6.776e-06,9.885e-06,3.392e-05,7.492e-05,1.572e-05,2.9e-05,0.003362,1.567e-05,0.9568,1.88e-05,0.000114,0.000147,6.778e-06,6.267e-05,6.781e-06,6.238e-05,0.0001712,8.801e-06,3.16e-05,0.001928,7.235e-06
"101",0.9672,1.616e-05,4.682e-05,8.511e-05,9.754e-06,6.689e-06,9.758e-06,3.349e-05,7.395e-05,1.552e-05,2.93e-05,0.00339,1.583e-05,0.9672,1.714e-05,0.0001133,0.0001462,6.749e-06,6.24e-05,6.751e-06,6.214e-05,0.0001705,8.762e-06,3.199e-05,0.001945,7.326e-06
"102",0.9776,1.473e-05,4.618e-05,8.397e-05,9.628e-06,6.602e-06,9.632e-06,3.306e-05,7.3e-05,1.532e-05,2.96e-05,0.003418,1.599e-05,0.9776,1.562e-05,0.0001127,0.0001453,6.719e-06,6.212e-05,6.721e-06,6.19e-05,0.0001697,8.724e-06,3.239e-05,0.001962,7.417e-06
"103",0.988,1.343e-05,4.556e-05,8.284e-05,9.503e-06,6.517e-06,9.507e-06,3.264e-05,7.205e-05,1.512e-05,2.99e-05,0.003445,1.615e-05,0.988,1.424e-05,0.0001121,0.0001445,6.689e-06,6.185e-05,6.692e-06,6.165e-05,0.000169,8.685e-06,3.279e-05,0.001979,7.508e-06
"104",0.9984,1.224e-05,4.494e-05,8.173e-05,9.38e-06,6.432e-06,9.384e-06,3.222e-05,7.112e-05,1.492e-05,3.018e-05,0.003473,1.63e-05,0.9984,1.298e-05,0.0001114,0.0001438,6.66e-06,6.158e-05,6.662e-06,6.141e-05,0.0001682,8.647e-06,3.318e-05,0.001995,7.598e-06
"105",0.9999,1.208e-05,4.485e-05,8.157e-05,9.362e-06,6.42e-06,9.366e-06,3.216e-05,7.098e-05,1.489e-05,3.023e-05,0.003476,1.633e-05,0.9999,1.281e-05,0.0001114,0.0001437,6.656e-06,6.154e-05,6.658e-06,6.137e-05,0.0001681,8.641e-06,3.324e-05,0.001998,7.611e-06
"106",1,1.206e-05,4.484e-05,8.156e-05,9.361e-06,6.419e-06,9.365e-06,3.216e-05,7.098e-05,1.489e-05,3.023e-05,0.003477,1.633e-05,1,1.279e-05,0.0001114,0.0001436,6.655e-06,6.153e-05,6.658e-06,6.137e-05,0.0001681,8.641e-06,3.324e-05,0.001998,7.611e-06
"107",1.0001,0.001854,4.63e-05,8.156e-05,9.36e-06,6.419e-06,9.364e-06,3.216e-05,7.097e-05,1.489e-05,3.023e-05,0.003477,1.633e-05,1.0001,0.001966,0.0001129,0.0001436,6.655e-06,6.153e-05,6.658e-06,6.137e-05,0.0001681,8.641e-06,3.325e-05,0.001998,7.612e-06
"108",1.0088,0.001716,8.898e-05,0.000117,1.04e-05,7.126e-06,1.034e-05,3.208e-05,7.68e-05,1.654e-05,3.048e-05,0.003504,1.646e-05,1.0088,0.00182,0.0002028,0.000166,6.887e-06,6.341e-05,6.845e-06,6.121e-05,0.0001698,8.941e-06,3.358e-05,0.002013,7.688e-06
"109",1.0192,0.001564,9.402e-05,0.0001446,1.156e-05,7.927e-06,1.153e-05,3.291e-05,8.644e-05,1.839e-05,3.082e-05,0.003548,1.665e-05,1.0192,0.001659,0.0002443,0.0002104,7.475e-06,6.878e-05,7.421e-06,6.134e-05,0.0001813,9.705e-06,3.4e-05,0.002035,7.785e-06
"110",1.0296,0.001426,9.408e-05,0.0001535,1.216e-05,8.334e-06,1.214e-05,3.416e-05,9.143e-05,1.934e-05,3.118e-05,0.003597,1.684e-05,1.0296,0.001512,0.0002582,0.000247,8.039e-06,7.404e-05,7.994e-06,6.193e-05,0.0001959,1.044e-05,3.445e-05,0.002061,7.89e-06
"111",1.04,0.001299,9.272e-05,0.0001551,1.249e-05,8.564e-06,1.248e-05,3.547e-05,9.418e-05,1.987e-05,3.156e-05,0.003648,1.705e-05,1.04,0.001378,0.0002611,0.0002713,8.472e-06,7.812e-05,8.439e-06,6.285e-05,0.0002084,1.1e-05,3.494e-05,0.002091,8.002e-06
"112",1.0504,0.001185,9.09e-05,0.0001539,1.271e-05,8.713e-06,1.27e-05,3.668e-05,9.593e-05,2.021e-05,3.195e-05,0.003699,1.726e-05,1.0504,0.001256,0.000259,0.0002854,8.775e-06,8.098e-05,8.753e-06,6.398e-05,0.0002175,1.139e-05,3.545e-05,0.002124,8.118e-06
"113",1.0608,0.00108,8.897e-05,0.0001518,1.286e-05,8.818e-06,1.286e-05,3.775e-05,9.715e-05,2.046e-05,3.234e-05,0.00375,1.747e-05,1.0608,0.001145,0.0002545,0.0002919,8.977e-06,8.289e-05,8.962e-06,6.521e-05,0.0002238,1.166e-05,3.597e-05,0.002157,8.238e-06
"114",1.0712,0.0009842,8.706e-05,0.0001494,1.297e-05,8.895e-06,1.297e-05,3.869e-05,9.804e-05,2.064e-05,3.273e-05,0.003799,1.768e-05,1.0712,0.001044,0.0002487,0.0002934,9.105e-06,8.411e-05,9.096e-06,6.646e-05,0.000228,1.182e-05,3.65e-05,0.002191,8.36e-06
"115",1.0816,0.0008971,8.521e-05,0.0001469,1.305e-05,8.951e-06,1.305e-05,3.949e-05,9.869e-05,2.077e-05,3.313e-05,0.003848,1.79e-05,1.0816,0.0009514,0.0002422,0.0002916,9.181e-06,8.484e-05,9.176e-06,6.769e-05,0.0002305,1.192e-05,3.704e-05,0.002225,8.484e-06
"116",1.092,0.0008178,8.344e-05,0.0001444,1.311e-05,8.99e-06,1.311e-05,4.016e-05,9.915e-05,2.086e-05,3.353e-05,0.003896,1.811e-05,1.092,0.0008672,0.0002356,0.0002877,9.221e-06,8.522e-05,9.218e-06,6.885e-05,0.0002319,1.197e-05,3.759e-05,0.002259,8.608e-06
"117",1.1024,0.0007454,8.174e-05,0.000142,1.315e-05,9.014e-06,1.314e-05,4.072e-05,9.944e-05,2.091e-05,3.393e-05,0.003944,1.833e-05,1.1024,0.0007905,0.0002289,0.0002825,9.235e-06,8.536e-05,9.235e-06,6.993e-05,0.0002326,1.199e-05,3.813e-05,0.002292,8.733e-06
"118",1.1128,0.0006795,8.012e-05,0.0001396,1.316e-05,9.025e-06,1.316e-05,4.118e-05,9.958e-05,2.094e-05,3.434e-05,0.00399,1.855e-05,1.1128,0.0007206,0.0002225,0.0002767,9.232e-06,8.534e-05,9.233e-06,7.093e-05,0.0002327,1.199e-05,3.868e-05,0.002324,8.858e-06
"119",1.1232,0.0006194,7.856e-05,0.0001374,1.316e-05,9.024e-06,1.316e-05,4.154e-05,9.959e-05,2.094e-05,3.474e-05,0.004036,1.877e-05,1.1232,0.0006568,0.0002163,0.0002706,9.217e-06,8.521e-05,9.219e-06,7.183e-05,0.0002325,1.197e-05,3.922e-05,0.002356,8.982e-06
"120",1.1336,0.0005646,7.707e-05,0.0001351,1.314e-05,9.013e-06,1.314e-05,4.182e-05,9.948e-05,2.091e-05,3.514e-05,0.004081,1.898e-05,1.1336,0.0005987,0.0002104,0.0002644,9.193e-06,8.499e-05,9.196e-06,7.264e-05,0.000232,1.194e-05,3.977e-05,0.002387,9.106e-06
"121",1.144,0.0005146,7.564e-05,0.000133,1.311e-05,8.992e-06,1.311e-05,4.201e-05,9.926e-05,2.086e-05,3.555e-05,0.004125,1.92e-05,1.144,0.0005458,0.0002049,0.0002584,9.164e-06,8.473e-05,9.167e-06,7.336e-05,0.0002313,1.19e-05,4.031e-05,0.002418,9.23e-06
"122",1.1544,0.0004691,7.426e-05,0.0001309,1.307e-05,8.962e-06,1.307e-05,4.214e-05,9.895e-05,2.079e-05,3.595e-05,0.004168,1.942e-05,1.1544,0.0004975,0.0001997,0.0002526,9.131e-06,8.443e-05,9.134e-06,7.399e-05,0.0002305,1.186e-05,4.085e-05,0.002447,9.354e-06
"123",1.1648,0.0004276,7.294e-05,0.0001289,1.302e-05,8.925e-06,1.302e-05,4.221e-05,9.855e-05,2.071e-05,3.635e-05,0.004211,1.963e-05,1.1648,0.0004535,0.0001948,0.000247,9.096e-06,8.41e-05,9.099e-06,7.454e-05,0.0002297,1.181e-05,4.139e-05,0.002476,9.477e-06
"124",1.1752,0.0003898,7.166e-05,0.0001269,1.295e-05,8.881e-06,1.295e-05,4.222e-05,9.808e-05,2.06e-05,3.675e-05,0.004253,1.985e-05,1.1752,0.0004134,0.0001903,0.0002417,9.059e-06,8.376e-05,9.062e-06,7.502e-05,0.0002288,1.176e-05,4.192e-05,0.002505,9.6e-06
"125",1.1856,0.0003553,7.042e-05,0.000125,1.288e-05,8.831e-06,1.288e-05,4.218e-05,9.754e-05,2.049e-05,3.714e-05,0.004295,2.006e-05,1.1856,0.0003768,0.0001862,0.0002368,9.021e-06,8.34e-05,9.024e-06,7.542e-05,0.0002278,1.171e-05,4.246e-05,0.002532,9.722e-06
"126",1.196,0.0003239,6.923e-05,0.0001231,1.28e-05,8.776e-06,1.28e-05,4.209e-05,9.693e-05,2.036e-05,3.753e-05,0.004336,2.027e-05,1.196,0.0003435,0.0001823,0.0002322,8.982e-06,8.305e-05,8.985e-06,7.576e-05,0.0002269,1.166e-05,4.299e-05,0.002559,9.843e-06
"127",1.2064,0.0002952,6.807e-05,0.0001212,1.271e-05,8.716e-06,1.271e-05,4.197e-05,9.628e-05,2.022e-05,3.793e-05,0.004376,2.048e-05,1.2064,0.0003131,0.0001786,0.0002278,8.943e-06,8.268e-05,8.946e-06,7.605e-05,0.0002259,1.161e-05,4.352e-05,0.002586,9.964e-06
"128",1.20823333,0.0002904,6.787e-05,0.0001209,1.269e-05,8.705e-06,1.27e-05,4.194e-05,9.616e-05,2.019e-05,3.799e-05,0.004383,2.052e-05,1.20823333,0.000308,0.000178,0.0002271,8.936e-06,8.262e-05,8.939e-06,7.609e-05,0.0002257,1.16e-05,4.361e-05,0.002591,9.985e-06
"129",1.20833333,0.0002902,6.786e-05,0.0001209,1.269e-05,8.704e-06,1.27e-05,4.194e-05,9.615e-05,2.019e-05,3.8e-05,0.004384,2.052e-05,1.20833333,0.0003077,0.000178,0.000227,8.935e-06,8.262e-05,8.939e-06,7.609e-05,0.0002257,1.16e-05,4.362e-05,0.002591,9.987e-06
"130",1.20843333,0.002132,6.931e-05,0.0001209,1.269e-05,8.704e-06,1.27e-05,4.194e-05,9.614e-05,2.019e-05,3.8e-05,0.004384,2.053e-05,1.20843333,0.002261,0.0001795,0.000227,8.935e-06,8.261e-05,8.939e-06,7.609e-05,0.0002257,1.16e-05,4.362e-05,0.002591,9.988e-06
"131",1.2168,0.001979,0.0001112,0.0001544,1.37e-05,9.392e-06,1.364e-05,4.204e-05,0.0001018,2.18e-05,3.832e-05,0.00442,2.07e-05,1.2168,0.002098,0.000265,0.0002454,9.143e-06,8.427e-05,9.103e-06,7.631e-05,0.000227,1.187e-05,4.405e-05,0.002613,1.009e-05
"132",1.2272,0.001804,0.0001161,0.0001822,1.491e-05,1.022e-05,1.488e-05,4.306e-05,0.0001117,2.372e-05,3.876e-05,0.004476,2.094e-05,1.2272,0.001913,0.0003055,0.0002867,9.717e-06,8.951e-05,9.664e-06,7.686e-05,0.0002379,1.262e-05,4.46e-05,0.002644,1.021e-05
"133",1.2376,0.001644,0.0001158,0.0001908,1.553e-05,1.065e-05,1.552e-05,4.449e-05,0.000117,2.471e-05,3.923e-05,0.004538,2.119e-05,1.2376,0.001744,0.0003175,0.0003209,1.027e-05,9.471e-05,1.023e-05,7.781e-05,0.0002523,1.334e-05,4.519e-05,0.002679,1.035e-05
"134",1.248,0.001499,0.000114,0.0001919,1.588e-05,1.089e-05,1.587e-05,4.594e-05,0.0001198,2.527e-05,3.971e-05,0.004601,2.145e-05,1.248,0.001589,0.0003185,0.0003431,1.07e-05,9.872e-05,1.067e-05,7.906e-05,0.0002646,1.389e-05,4.581e-05,0.002718,1.049e-05
"135",1.2584,0.001366,0.0001117,0.0001902,1.611e-05,1.104e-05,1.61e-05,4.728e-05,0.0001216,2.562e-05,4.02e-05,0.004665,2.171e-05,1.2584,0.001449,0.0003146,0.000355,1.1e-05,0.0001015,1.098e-05,8.049e-05,0.0002736,1.428e-05,4.645e-05,0.002759,1.064e-05
"136",1.2688,0.001245,0.0001094,0.0001875,1.626e-05,1.115e-05,1.626e-05,4.846e-05,0.0001229,2.587e-05,4.07e-05,0.004727,2.198e-05,1.2688,0.001321,0.0003083,0.0003596,1.119e-05,0.0001034,1.118e-05,8.198e-05,0.0002798,1.453e-05,4.71e-05,0.0028,1.079e-05
"137",1.2792,0.001135,0.0001071,0.0001845,1.637e-05,1.123e-05,1.637e-05,4.947e-05,0.0001238,2.604e-05,4.12e-05,0.004788,2.225e-05,1.2792,0.001204,0.0003009,0.0003592,1.131e-05,0.0001045,1.13e-05,8.347e-05,0.0002837,1.469e-05,4.776e-05,0.002842,1.094e-05
"138",1.2896,0.001035,0.0001049,0.0001814,1.645e-05,1.128e-05,1.644e-05,5.033e-05,0.0001244,2.616e-05,4.17e-05,0.004849,2.252e-05,1.2896,0.001097,0.0002929,0.0003556,1.138e-05,0.0001052,1.137e-05,8.49e-05,0.000286,1.477e-05,4.843e-05,0.002883,1.109e-05
"139",1.3,0.0009431,0.0001028,0.0001784,1.649e-05,1.131e-05,1.649e-05,5.104e-05,0.0001248,2.624e-05,4.22e-05,0.004908,2.28e-05,1.3,0.001,0.0002848,0.00035,1.141e-05,0.0001055,1.141e-05,8.625e-05,0.0002872,1.481e-05,4.911e-05,0.002924,1.125e-05
"140",1.3104,0.0008597,0.0001007,0.0001755,1.651e-05,1.132e-05,1.651e-05,5.163e-05,0.0001249,2.627e-05,4.271e-05,0.004966,2.307e-05,1.3104,0.0009117,0.0002769,0.0003433,1.141e-05,0.0001055,1.141e-05,8.75e-05,0.0002876,1.482e-05,4.978e-05,0.002964,1.14e-05
"141",1.3208,0.0007836,9.876e-05,0.0001726,1.651e-05,1.132e-05,1.652e-05,5.209e-05,0.000125,2.627e-05,4.322e-05,0.005024,2.334e-05,1.3208,0.000831,0.0002692,0.0003361,1.14e-05,0.0001054,1.14e-05,8.863e-05,0.0002875,1.48e-05,5.045e-05,0.003004,1.155e-05
"142",1.3312,0.0007143,9.688e-05,0.0001698,1.65e-05,1.131e-05,1.65e-05,5.245e-05,0.0001248,2.624e-05,4.372e-05,0.00508,2.362e-05,1.3312,0.0007575,0.0002619,0.0003286,1.138e-05,0.0001052,1.138e-05,8.965e-05,0.0002871,1.477e-05,5.113e-05,0.003042,1.171e-05
"143",1.3416,0.0006511,9.507e-05,0.0001671,1.646e-05,1.129e-05,1.646e-05,5.27e-05,0.0001246,2.618e-05,4.423e-05,0.005136,2.389e-05,1.3416,0.0006905,0.000255,0.0003212,1.134e-05,0.0001049,1.135e-05,9.056e-05,0.0002863,1.473e-05,5.18e-05,0.00308,1.186e-05
"144",1.352,0.0005935,9.334e-05,0.0001645,1.641e-05,1.125e-05,1.641e-05,5.287e-05,0.0001242,2.61e-05,4.473e-05,0.00519,2.416e-05,1.352,0.0006294,0.0002485,0.000314,1.131e-05,0.0001045,1.131e-05,9.137e-05,0.0002854,1.468e-05,5.247e-05,0.003117,1.201e-05
"145",1.3624,0.000541,9.167e-05,0.0001619,1.634e-05,1.12e-05,1.634e-05,5.296e-05,0.0001237,2.599e-05,4.523e-05,0.005244,2.443e-05,1.3624,0.0005737,0.0002424,0.0003071,1.126e-05,0.0001041,1.127e-05,9.207e-05,0.0002844,1.462e-05,5.313e-05,0.003153,1.217e-05
"146",1.3728,0.0004932,9.006e-05,0.0001594,1.626e-05,1.115e-05,1.626e-05,5.298e-05,0.0001231,2.587e-05,4.573e-05,0.005297,2.47e-05,1.3728,0.000523,0.0002368,0.0003005,1.122e-05,0.0001037,1.122e-05,9.268e-05,0.0002833,1.457e-05,5.38e-05,0.003188,1.232e-05
"147",1.3832,0.0004495,8.85e-05,0.000157,1.617e-05,1.109e-05,1.617e-05,5.294e-05,0.0001225,2.572e-05,4.623e-05,0.00535,2.497e-05,1.3832,0.0004767,0.0002315,0.0002943,1.117e-05,0.0001033,1.118e-05,9.32e-05,0.0002821,1.45e-05,5.446e-05,0.003223,1.247e-05
"148",1.3936,0.0004098,8.7e-05,0.0001547,1.607e-05,1.102e-05,1.607e-05,5.283e-05,0.0001217,2.556e-05,4.672e-05,0.005401,2.524e-05,1.3936,0.0004345,0.0002266,0.0002885,1.112e-05,0.0001028,1.113e-05,9.364e-05,0.0002809,1.444e-05,5.512e-05,0.003257,1.262e-05
"149",1.404,0.0003735,8.555e-05,0.0001523,1.596e-05,1.094e-05,1.596e-05,5.268e-05,0.0001209,2.539e-05,4.721e-05,0.005452,2.55e-05,1.404,0.0003961,0.0002221,0.0002831,1.108e-05,0.0001024,1.108e-05,9.401e-05,0.0002797,1.438e-05,5.577e-05,0.00329,1.277e-05
"150",1.4144,0.0003405,8.414e-05,0.0001501,1.584e-05,1.086e-05,1.585e-05,5.248e-05,0.00012,2.52e-05,4.77e-05,0.005502,2.576e-05,1.4144,0.0003611,0.0002178,0.000278,1.103e-05,0.000102,1.103e-05,9.43e-05,0.0002785,1.432e-05,5.642e-05,0.003322,1.292e-05
"151",1.41656667,0.000334,8.385e-05,0.0001496,1.582e-05,1.085e-05,1.582e-05,5.243e-05,0.0001198,2.516e-05,4.78e-05,0.005512,2.582e-05,1.41656667,0.0003542,0.000217,0.000277,1.102e-05,0.0001019,1.102e-05,9.436e-05,0.0002783,1.43e-05,5.656e-05,0.003329,1.295e-05
"152",1.41666667,0.0003337,8.384e-05,0.0001496,1.582e-05,1.085e-05,1.582e-05,5.243e-05,0.0001198,2.516e-05,4.781e-05,0.005512,2.582e-05,1.41666667,0.0003538,0.000217,0.0002769,1.102e-05,0.0001019,1.102e-05,9.436e-05,0.0002782,1.43e-05,5.657e-05,0.003329,1.295e-05
"153",1.41676667,0.002175,8.528e-05,0.0001496,1.581e-05,1.084e-05,1.582e-05,5.242e-05,0.0001198,2.516e-05,4.781e-05,0.005513,2.582e-05,1.41676667,0.002307,0.0002185,0.0002769,1.102e-05,0.0001019,1.102e-05,9.436e-05,0.0002782,1.43e-05,5.657e-05,0.00333,1.295e-05
"154",1.4248,0.002025,0.0001265,0.0001814,1.675e-05,1.148e-05,1.669e-05,5.245e-05,0.0001249,2.665e-05,4.819e-05,0.005554,2.603e-05,1.4248,0.002148,0.0003014,0.0002935,1.12e-05,0.0001033,1.116e-05,9.457e-05,0.0002791,1.454e-05,5.708e-05,0.003355,1.307e-05
"155",1.4352,0.001846,0.0001316,0.0002097,1.795e-05,1.231e-05,1.792e-05,5.336e-05,0.0001348,2.856e-05,4.873e-05,0.00562,2.632e-05,1.4352,0.001958,0.0003427,0.0003342,1.176e-05,0.0001084,1.171e-05,9.51e-05,0.0002896,1.527e-05,5.775e-05,0.003391,1.322e-05
"156",1.4456,0.001683,0.0001311,0.0002183,1.855e-05,1.272e-05,1.854e-05,5.469e-05,0.0001398,2.952e-05,4.929e-05,0.005691,2.662e-05,1.4456,0.001784,0.0003548,0.0003681,1.231e-05,0.0001136,1.227e-05,9.603e-05,0.0003038,1.599e-05,5.846e-05,0.003432,1.339e-05
"157",1.456,0.001534,0.0001291,0.0002191,1.888e-05,1.294e-05,1.887e-05,5.606e-05,0.0001425,3.003e-05,4.986e-05,0.005763,2.693e-05,1.456,0.001627,0.0003556,0.0003901,1.274e-05,0.0001175,1.27e-05,9.726e-05,0.0003159,1.653e-05,5.92e-05,0.003476,1.355e-05
"158",1.4664,0.001398,0.0001267,0.0002171,1.907e-05,1.308e-05,1.907e-05,5.73e-05,0.0001441,3.034e-05,5.044e-05,0.005835,2.725e-05,1.4664,0.001483,0.0003513,0.0004017,1.303e-05,0.0001203,1.301e-05,9.866e-05,0.0003248,1.691e-05,5.996e-05,0.003522,1.373e-05
"159",1.4768,0.001274,0.0001241,0.000214,1.92e-05,1.316e-05,1.919e-05,5.839e-05,0.0001451,3.054e-05,5.103e-05,0.005906,2.756e-05,1.4768,0.001351,0.0003447,0.000406,1.321e-05,0.0001221,1.32e-05,0.0001001,0.0003308,1.716e-05,6.073e-05,0.003569,1.391e-05
"160",1.4872,0.001162,0.0001216,0.0002106,1.927e-05,1.322e-05,1.927e-05,5.931e-05,0.0001458,3.066e-05,5.162e-05,0.005976,2.788e-05,1.4872,0.001232,0.0003369,0.0004053,1.333e-05,0.0001232,1.332e-05,0.0001016,0.0003346,1.73e-05,6.151e-05,0.003616,1.409e-05
