"","time.Bisphenol.b","Agutlumen.Bisphenol.b","Cgut.Bisphenol.b","Cliver.Bisphenol.b","Cven.Bisphenol.b","Clung.Bisphenol.b","Cart.Bisphenol.b","Crest.Bisphenol.b","Ckidney.Bisphenol.b","Cplasma.Bisphenol.b","Atubules.Bisphenol.b","Ametabolized.Bisphenol.b","AUC.Bisphenol.b","time.Bisphenol.a","Agutlumen.Bisphenol.a","Cgut.Bisphenol.a","Cliver.Bisphenol.a","Cven.Bisphenol.a","Clung.Bisphenol.a","Cart.Bisphenol.a","Crest.Bisphenol.a","Ckidney.Bisphenol.a","Cplasma.Bisphenol.a","Atubules.Bisphenol.a","Ametabolized.Bisphenol.a","AUC.Bisphenol.a"
"426",4.0352,0.001356,0.0001093,0.0001838,1.569e-05,1.076e-05,1.568e-05,4.637e-05,0.0001184,2.497e-05,0.0001788,0.01935,9.656e-05,4.0352,0.001438,0.0004085,0.0004525,1.723e-05,0.0001591,1.72e-05,0.0001452,0.0004289,2.237e-05,0.0002822,0.01428,6.457e-05
"427",4.0456,0.001236,0.0001074,0.0001832,1.591e-05,1.091e-05,1.59e-05,4.747e-05,0.0001202,2.531e-05,0.0001793,0.01941,9.682e-05,4.0456,0.001311,0.0004077,0.0004701,1.755e-05,0.0001621,1.753e-05,0.0001459,0.0004386,2.279e-05,0.0002832,0.01433,6.48e-05
"428",4.056,0.001127,0.0001053,0.000181,1.604e-05,1.1e-05,1.604e-05,4.846e-05,0.0001213,2.552e-05,0.0001798,0.01947,9.708e-05,4.056,0.001195,0.0004034,0.000479,1.776e-05,0.0001641,1.774e-05,0.0001468,0.0004451,2.306e-05,0.0002843,0.01438,6.504e-05
"429",4.0664,0.001027,0.0001032,0.0001783,1.613e-05,1.106e-05,1.613e-05,4.931e-05,0.000122,2.566e-05,0.0001803,0.01953,9.735e-05,4.0664,0.001089,0.0003975,0.0004817,1.788e-05,0.0001652,1.787e-05,0.0001476,0.0004492,2.321e-05,0.0002853,0.01444,6.528e-05
"430",4.0768,0.0009363,0.0001011,0.0001754,1.618e-05,1.11e-05,1.618e-05,5.003e-05,0.0001224,2.574e-05,0.0001808,0.01959,9.762e-05,4.0768,0.000993,0.0003906,0.0004804,1.794e-05,0.0001658,1.794e-05,0.0001485,0.0004514,2.329e-05,0.0002864,0.0145,6.553e-05
"431",4.0872,0.0008535,9.91e-05,0.0001726,1.621e-05,1.111e-05,1.621e-05,5.061e-05,0.0001226,2.579e-05,0.0001813,0.01965,9.789e-05,4.0872,0.0009051,0.0003834,0.0004765,1.795e-05,0.000166,1.795e-05,0.0001494,0.0004523,2.331e-05,0.0002874,0.01455,6.577e-05
"432",4.0976,0.000778,9.717e-05,0.0001698,1.621e-05,1.112e-05,1.621e-05,5.108e-05,0.0001227,2.579e-05,0.0001818,0.0197,9.815e-05,4.0976,0.000825,0.0003761,0.000471,1.794e-05,0.0001659,1.794e-05,0.0001501,0.0004524,2.329e-05,0.0002885,0.01461,6.601e-05
"433",4.108,0.0007092,9.532e-05,0.000167,1.619e-05,1.111e-05,1.62e-05,5.144e-05,0.0001226,2.576e-05,0.0001823,0.01976,9.842e-05,4.108,0.0007521,0.0003689,0.0004647,1.791e-05,0.0001655,1.791e-05,0.0001508,0.0004517,2.325e-05,0.0002896,0.01466,6.625e-05
"434",4.1184,0.0006464,9.354e-05,0.0001644,1.616e-05,1.108e-05,1.616e-05,5.171e-05,0.0001223,2.571e-05,0.0001828,0.01981,9.869e-05,4.1184,0.0006855,0.0003619,0.0004578,1.786e-05,0.0001651,1.786e-05,0.0001514,0.0004507,2.319e-05,0.0002906,0.01471,6.649e-05
"435",4.1288,0.0005892,9.183e-05,0.0001618,1.611e-05,1.105e-05,1.611e-05,5.188e-05,0.000122,2.563e-05,0.0001833,0.01987,9.896e-05,4.1288,0.0006249,0.0003553,0.0004508,1.78e-05,0.0001646,1.781e-05,0.0001519,0.0004493,2.311e-05,0.0002917,0.01477,6.673e-05
"436",4.1392,0.0005371,9.018e-05,0.0001593,1.605e-05,1.1e-05,1.605e-05,5.198e-05,0.0001215,2.553e-05,0.0001838,0.01992,9.922e-05,4.1392,0.0005696,0.0003489,0.0004439,1.774e-05,0.000164,1.774e-05,0.0001523,0.0004478,2.303e-05,0.0002927,0.01482,6.697e-05
"437",4.1496,0.0004896,8.859e-05,0.0001568,1.597e-05,1.095e-05,1.597e-05,5.201e-05,0.0001209,2.541e-05,0.0001842,0.01997,9.949e-05,4.1496,0.0005192,0.000343,0.0004372,1.767e-05,0.0001633,1.767e-05,0.0001526,0.0004461,2.294e-05,0.0002938,0.01487,6.721e-05
"438",4.16,0.0004463,8.706e-05,0.0001544,1.588e-05,1.089e-05,1.589e-05,5.197e-05,0.0001203,2.527e-05,0.0001847,0.02002,9.975e-05,4.16,0.0004733,0.0003374,0.0004307,1.76e-05,0.0001627,1.76e-05,0.0001529,0.0004443,2.285e-05,0.0002948,0.01492,6.745e-05
"439",4.1704,0.0004068,8.558e-05,0.0001521,1.579e-05,1.082e-05,1.579e-05,5.188e-05,0.0001196,2.511e-05,0.0001852,0.02007,1e-04,4.1704,0.0004314,0.0003321,0.0004245,1.752e-05,0.000162,1.753e-05,0.000153,0.0004425,2.275e-05,0.0002958,0.01497,6.769e-05
"440",4.1808,0.0003708,8.414e-05,0.0001498,1.568e-05,1.075e-05,1.568e-05,5.173e-05,0.0001188,2.494e-05,0.0001857,0.02012,0.0001003,4.1808,0.0003932,0.0003271,0.0004186,1.745e-05,0.0001613,1.745e-05,0.0001531,0.0004406,2.265e-05,0.0002969,0.01502,6.792e-05
"441",4.1912,0.000338,8.276e-05,0.0001476,1.556e-05,1.067e-05,1.557e-05,5.154e-05,0.0001179,2.476e-05,0.0001862,0.02017,0.0001005,4.1912,0.0003585,0.0003225,0.000413,1.737e-05,0.0001606,1.738e-05,0.0001532,0.0004387,2.255e-05,0.0002979,0.01507,6.816e-05
"442",4.2016,0.0003081,8.141e-05,0.0001454,1.544e-05,1.059e-05,1.545e-05,5.13e-05,0.000117,2.457e-05,0.0001867,0.02022,0.0001008,4.2016,0.0003267,0.0003182,0.0004078,1.73e-05,0.0001599,1.73e-05,0.0001531,0.0004368,2.246e-05,0.0002989,0.01511,6.839e-05
"443",4.20823333,0.0002904,8.057e-05,0.000144,1.536e-05,1.054e-05,1.537e-05,5.113e-05,0.0001164,2.444e-05,0.000187,0.02025,0.000101,4.20823333,0.000308,0.0003155,0.0004046,1.725e-05,0.0001595,1.725e-05,0.0001531,0.0004356,2.239e-05,0.0002996,0.01514,6.854e-05
"444",4.20833333,0.0002902,8.056e-05,0.000144,1.536e-05,1.053e-05,1.537e-05,5.113e-05,0.0001164,2.444e-05,0.000187,0.02025,0.000101,4.20833333,0.0003077,0.0003155,0.0004045,1.725e-05,0.0001595,1.725e-05,0.0001531,0.0004356,2.239e-05,0.0002996,0.01514,6.854e-05
"445",4.20843333,0.002132,8.201e-05,0.000144,1.536e-05,1.053e-05,1.537e-05,5.113e-05,0.0001164,2.444e-05,0.000187,0.02025,0.000101,4.20843333,0.002261,0.000317,0.0004045,1.725e-05,0.0001594,1.725e-05,0.0001531,0.0004356,2.239e-05,0.0002996,0.01515,6.855e-05
"446",4.212,0.002065,0.000112,0.0001552,1.561e-05,1.07e-05,1.557e-05,5.105e-05,0.000117,2.484e-05,0.0001871,0.02027,0.000101,4.212,0.00219,0.0003624,0.000408,1.727e-05,0.0001595,1.725e-05,0.000153,0.0004351,2.242e-05,3e-04,0.01516,6.863e-05
"447",4.2224,0.001882,0.0001275,0.0001955,1.707e-05,1.17e-05,1.703e-05,5.153e-05,0.0001277,2.716e-05,0.0001876,0.02033,0.0001013,4.2224,0.001996,0.0004289,0.0004441,1.77e-05,0.0001633,1.765e-05,0.0001531,0.0004406,2.298e-05,0.000301,0.01521,6.886e-05
"448",4.2328,0.001716,0.0001285,0.0002107,1.788e-05,1.226e-05,1.786e-05,5.272e-05,0.0001346,2.844e-05,0.0001882,0.0204,0.0001016,4.2328,0.00182,0.00045,0.0004823,1.826e-05,0.0001685,1.821e-05,0.0001535,0.0004535,2.37e-05,0.000302,0.01526,6.911e-05
"449",4.2432,0.001564,0.000127,0.000214,1.829e-05,1.254e-05,1.828e-05,5.407e-05,0.000138,2.91e-05,0.0001887,0.02047,0.0001019,4.2432,0.001659,0.0004543,0.0005092,1.871e-05,0.0001727,1.868e-05,0.0001543,0.0004662,2.429e-05,0.0003031,0.01532,6.936e-05
"450",4.2536,0.001426,0.0001248,0.000213,1.853e-05,1.271e-05,1.852e-05,5.535e-05,0.00014,2.948e-05,0.0001893,0.02054,0.0001022,4.2536,0.001512,0.0004517,0.0005247,1.903e-05,0.0001758,1.9e-05,0.0001553,0.0004758,2.471e-05,0.0003042,0.01538,6.961e-05
"451",4.264,0.0013,0.0001223,0.0002103,1.868e-05,1.281e-05,1.868e-05,5.649e-05,0.0001412,2.972e-05,0.0001899,0.02061,0.0001025,4.264,0.001378,0.0004457,0.0005316,1.923e-05,0.0001777,1.922e-05,0.0001565,0.0004823,2.497e-05,0.0003054,0.01544,6.987e-05
"452",4.2744,0.001185,0.0001198,0.0002071,1.878e-05,1.287e-05,1.877e-05,5.746e-05,0.000142,2.987e-05,0.0001904,0.02068,0.0001028,4.2744,0.001256,0.0004381,0.0005325,1.935e-05,0.0001788,1.934e-05,0.0001576,0.0004862,2.512e-05,0.0003065,0.01551,7.013e-05
"453",4.2848,0.00108,0.0001174,0.0002038,1.883e-05,1.291e-05,1.883e-05,5.828e-05,0.0001425,2.996e-05,0.000191,0.02074,0.0001031,4.2848,0.001145,0.0004297,0.0005294,1.94e-05,0.0001793,1.94e-05,0.0001588,0.0004883,2.519e-05,0.0003077,0.01557,7.039e-05
"454",4.2952,0.0009843,0.0001151,0.0002005,1.886e-05,1.293e-05,1.886e-05,5.895e-05,0.0001427,3e-05,0.0001916,0.02081,0.0001035,4.2952,0.001044,0.0004211,0.0005239,1.941e-05,0.0001794,1.941e-05,0.0001598,0.0004891,2.52e-05,0.0003088,0.01563,7.065e-05
"455",4.3056,0.0008972,0.0001128,0.0001972,1.886e-05,1.293e-05,1.886e-05,5.948e-05,0.0001427,3.001e-05,0.0001922,0.02088,0.0001038,4.3056,0.0009515,0.0004124,0.0005168,1.939e-05,0.0001793,1.939e-05,0.0001608,0.000489,2.518e-05,0.0003099,0.01569,7.091e-05
"456",4.316,0.0008179,0.0001107,0.000194,1.884e-05,1.292e-05,1.884e-05,5.989e-05,0.0001426,2.997e-05,0.0001927,0.02094,0.0001041,4.316,0.0008673,0.000404,0.000509,1.935e-05,0.0001789,1.935e-05,0.0001617,0.0004882,2.512e-05,0.0003111,0.01575,7.118e-05
"457",4.3264,0.0007455,0.0001086,0.000191,1.88e-05,1.289e-05,1.88e-05,6.019e-05,0.0001423,2.991e-05,0.0001933,0.021,0.0001044,4.3264,0.0007906,0.000396,0.0005009,1.93e-05,0.0001784,1.93e-05,0.0001624,0.000487,2.505e-05,0.0003122,0.01581,7.144e-05
"458",4.3368,0.0006796,0.0001067,0.000188,1.874e-05,1.285e-05,1.874e-05,6.038e-05,0.0001419,2.981e-05,0.0001939,0.02107,0.0001047,4.3368,0.0007207,0.0003883,0.0004927,1.923e-05,0.0001778,1.924e-05,0.0001631,0.0004855,2.497e-05,0.0003134,0.01586,7.17e-05
"459",4.3472,0.0006194,0.0001047,0.000185,1.866e-05,1.28e-05,1.867e-05,6.049e-05,0.0001413,2.969e-05,0.0001945,0.02113,0.000105,4.3472,0.0006569,0.0003811,0.0004846,1.916e-05,0.0001771,1.917e-05,0.0001636,0.0004838,2.488e-05,0.0003145,0.01592,7.196e-05
"460",4.3576,0.0005646,0.0001029,0.0001822,1.857e-05,1.274e-05,1.858e-05,6.051e-05,0.0001406,2.955e-05,0.000195,0.02119,0.0001053,4.3576,0.0005988,0.0003742,0.0004768,1.908e-05,0.0001764,1.909e-05,0.000164,0.0004819,2.478e-05,0.0003156,0.01598,7.221e-05
"461",4.368,0.0005147,0.0001011,0.0001794,1.847e-05,1.267e-05,1.847e-05,6.046e-05,0.0001399,2.938e-05,0.0001956,0.02125,0.0001056,4.368,0.0005458,0.0003678,0.0004694,1.901e-05,0.0001757,1.901e-05,0.0001644,0.00048,2.468e-05,0.0003168,0.01603,7.247e-05
"462",4.3784,0.0004692,9.941e-05,0.0001767,1.836e-05,1.259e-05,1.836e-05,6.035e-05,0.000139,2.92e-05,0.0001962,0.02131,0.0001059,4.3784,0.0004975,0.0003618,0.0004623,1.893e-05,0.000175,1.893e-05,0.0001646,0.000478,2.457e-05,0.0003179,0.01609,7.273e-05
"463",4.3888,0.0004277,9.775e-05,0.0001741,1.823e-05,1.25e-05,1.824e-05,6.017e-05,0.0001381,2.9e-05,0.0001967,0.02136,0.0001062,4.3888,0.0004535,0.0003562,0.0004556,1.884e-05,0.0001742,1.885e-05,0.0001648,0.0004759,2.447e-05,0.000319,0.01614,7.298e-05
"464",4.3992,0.0003898,9.614e-05,0.0001715,1.81e-05,1.241e-05,1.81e-05,5.994e-05,0.0001371,2.879e-05,0.0001973,0.02142,0.0001065,4.3992,0.0004134,0.0003509,0.0004493,1.876e-05,0.0001735,1.877e-05,0.0001649,0.0004739,2.436e-05,0.0003201,0.01619,7.324e-05
"465",4.4096,0.0003553,9.458e-05,0.000169,1.796e-05,1.231e-05,1.796e-05,5.966e-05,0.000136,2.856e-05,0.0001978,0.02148,0.0001068,4.4096,0.0003768,0.000346,0.0004433,1.868e-05,0.0001727,1.869e-05,0.0001649,0.0004718,2.425e-05,0.0003212,0.01624,7.349e-05
"466",4.41656667,0.000334,9.356e-05,0.0001673,1.786e-05,1.225e-05,1.786e-05,5.945e-05,0.0001353,2.841e-05,0.0001982,0.02151,0.000107,4.41656667,0.0003542,0.0003429,0.0004395,1.863e-05,0.0001722,1.863e-05,0.0001648,0.0004704,2.418e-05,0.0003219,0.01628,7.366e-05
"467",4.41666667,0.0003337,9.354e-05,0.0001673,1.786e-05,1.224e-05,1.786e-05,5.945e-05,0.0001353,2.84e-05,0.0001982,0.02151,0.000107,4.41666667,0.0003538,0.0003428,0.0004394,1.863e-05,0.0001722,1.863e-05,0.0001648,0.0004704,2.418e-05,0.000322,0.01628,7.366e-05
"468",4.41676667,0.002175,9.499e-05,0.0001673,1.785e-05,1.224e-05,1.786e-05,5.945e-05,0.0001353,2.84e-05,0.0001982,0.02152,0.000107,4.41676667,0.002307,0.0003443,0.0004394,1.862e-05,0.0001722,1.863e-05,0.0001648,0.0004704,2.418e-05,0.000322,0.01628,7.366e-05
"469",4.42,0.002114,0.0001234,0.0001768,1.806e-05,1.238e-05,1.801e-05,5.936e-05,0.0001357,2.872e-05,0.0001984,0.02153,0.0001071,4.42,0.002241,0.000386,0.000442,1.864e-05,0.0001722,1.863e-05,0.0001648,0.0004698,2.42e-05,0.0003223,0.01629,7.374e-05
"470",4.4304,0.001927,0.0001401,0.0002175,1.95e-05,1.337e-05,1.946e-05,5.975e-05,0.0001461,3.102e-05,0.000199,0.0216,0.0001074,4.4304,0.002043,0.0004544,0.0004769,1.905e-05,0.0001758,1.901e-05,0.0001649,0.0004748,2.474e-05,0.0003234,0.01635,7.4e-05
"471",4.4408,0.001756,0.000141,0.0002329,2.03e-05,1.392e-05,2.028e-05,6.087e-05,0.0001529,3.23e-05,0.0001996,0.02167,0.0001078,4.4408,0.001862,0.0004759,0.0005148,1.96e-05,0.0001809,1.956e-05,0.0001653,0.0004875,2.545e-05,0.0003246,0.0164,7.426e-05
"472",4.4512,0.001601,0.0001394,0.0002362,2.07e-05,1.419e-05,2.069e-05,6.216e-05,0.0001563,3.293e-05,0.0002002,0.02175,0.0001081,4.4512,0.001698,0.0004801,0.0005415,2.006e-05,0.0001852,2.002e-05,0.0001661,0.0005001,2.604e-05,0.0003257,0.01647,7.452e-05
"473",4.4616,0.001459,0.000137,0.0002349,2.092e-05,1.434e-05,2.091e-05,6.338e-05,0.0001581,3.328e-05,0.0002008,0.02183,0.0001084,4.4616,0.001547,0.0004772,0.0005569,2.037e-05,0.0001882,2.035e-05,0.0001672,0.0005097,2.645e-05,0.0003269,0.01653,7.48e-05
"474",4.472,0.00133,0.0001343,0.0002319,2.105e-05,1.443e-05,2.104e-05,6.445e-05,0.0001591,3.348e-05,0.0002015,0.02191,0.0001088,4.472,0.001411,0.0004709,0.0005635,2.057e-05,0.0001901,2.056e-05,0.0001683,0.0005161,2.671e-05,0.0003281,0.0166,7.507e-05
"475",4.4824,0.001212,0.0001317,0.0002284,2.112e-05,1.448e-05,2.112e-05,6.536e-05,0.0001597,3.359e-05,0.0002021,0.02198,0.0001091,4.4824,0.001286,0.000463,0.0005642,2.068e-05,0.0001911,2.068e-05,0.0001695,0.00052,2.685e-05,0.0003293,0.01666,7.535e-05
"476",4.4928,0.001105,0.0001291,0.0002248,2.115e-05,1.45e-05,2.115e-05,6.611e-05,0.00016,3.365e-05,0.0002028,0.02206,0.0001095,4.4928,0.001172,0.0004543,0.0005608,2.073e-05,0.0001916,2.073e-05,0.0001706,0.000522,2.692e-05,0.0003306,0.01673,7.563e-05
"477",4.5032,0.001007,0.0001266,0.0002212,2.115e-05,1.451e-05,2.115e-05,6.67e-05,0.0001601,3.365e-05,0.0002034,0.02213,0.0001098,4.5032,0.001068,0.0004454,0.000555,2.074e-05,0.0001917,2.074e-05,0.0001717,0.0005226,2.693e-05,0.0003318,0.01679,7.591e-05
"478",4.5136,0.0009183,0.0001242,0.0002177,2.113e-05,1.449e-05,2.113e-05,6.716e-05,0.0001599,3.361e-05,0.0002041,0.0222,0.0001102,4.5136,0.0009738,0.0004365,0.0005476,2.071e-05,0.0001915,2.072e-05,0.0001726,0.0005224,2.689e-05,0.000333,0.01685,7.619e-05
"479",4.524,0.000837,0.0001219,0.0002142,2.108e-05,1.446e-05,2.109e-05,6.75e-05,0.0001596,3.354e-05,0.0002047,0.02227,0.0001105,4.524,0.0008876,0.0004278,0.0005395,2.067e-05,0.0001911,2.067e-05,0.0001735,0.0005215,2.683e-05,0.0003342,0.01692,7.647e-05
"480",4.5344,0.000763,0.0001196,0.0002108,2.102e-05,1.441e-05,2.102e-05,6.772e-05,0.0001591,3.343e-05,0.0002054,0.02234,0.0001109,4.5344,0.0008091,0.0004195,0.000531,2.061e-05,0.0001905,2.061e-05,0.0001742,0.0005201,2.676e-05,0.0003354,0.01698,7.675e-05
"481",4.5448,0.0006955,0.0001175,0.0002076,2.093e-05,1.435e-05,2.094e-05,6.784e-05,0.0001585,3.33e-05,0.000206,0.02241,0.0001112,4.5448,0.0007375,0.0004116,0.0005226,2.054e-05,0.0001899,2.054e-05,0.0001748,0.0005185,2.667e-05,0.0003367,0.01704,7.703e-05
"482",4.5552,0.000634,0.0001154,0.0002044,2.083e-05,1.428e-05,2.084e-05,6.787e-05,0.0001577,3.314e-05,0.0002066,0.02248,0.0001116,4.5552,0.0006723,0.0004041,0.0005142,2.046e-05,0.0001892,2.047e-05,0.0001753,0.0005166,2.657e-05,0.0003379,0.0171,7.731e-05
"483",4.5656,0.0005779,0.0001134,0.0002013,2.072e-05,1.421e-05,2.072e-05,6.781e-05,0.0001569,3.296e-05,0.0002073,0.02255,0.0001119,4.5656,0.0006128,0.000397,0.0005062,2.038e-05,0.0001884,2.039e-05,0.0001757,0.0005146,2.646e-05,0.0003391,0.01716,7.758e-05
"484",4.576,0.0005267,0.0001115,0.0001982,2.059e-05,1.412e-05,2.059e-05,6.768e-05,0.0001559,3.275e-05,0.0002079,0.02261,0.0001123,4.576,0.0005586,0.0003904,0.0004984,2.03e-05,0.0001877,2.03e-05,0.000176,0.0005126,2.635e-05,0.0003403,0.01722,7.786e-05
"485",4.5864,0.0004801,0.0001096,0.0001952,2.045e-05,1.402e-05,2.045e-05,6.748e-05,0.0001549,3.253e-05,0.0002085,0.02268,0.0001126,4.5864,0.0005092,0.0003842,0.0004911,2.021e-05,0.0001869,2.022e-05,0.0001763,0.0005104,2.624e-05,0.0003415,0.01728,7.813e-05
"486",4.5968,0.0004377,0.0001078,0.0001924,2.03e-05,1.392e-05,2.03e-05,6.723e-05,0.0001538,3.229e-05,0.0002092,0.02274,0.0001129,4.5968,0.0004641,0.0003784,0.0004842,2.012e-05,0.0001861,2.013e-05,0.0001764,0.0005082,2.613e-05,0.0003427,0.01733,7.84e-05
"487",4.6072,0.000399,0.0001061,0.0001895,2.014e-05,1.381e-05,2.015e-05,6.692e-05,0.0001526,3.204e-05,0.0002098,0.02281,0.0001133,4.6072,0.0004231,0.0003729,0.0004776,2.004e-05,0.0001853,2.004e-05,0.0001764,0.000506,2.601e-05,0.0003439,0.01739,7.867e-05
"488",4.6176,0.0003637,0.0001044,0.0001867,1.997e-05,1.37e-05,1.998e-05,6.656e-05,0.0001513,3.177e-05,0.0002104,0.02287,0.0001136,4.6176,0.0003857,0.0003678,0.0004714,1.995e-05,0.0001844,1.996e-05,0.0001764,0.0005038,2.59e-05,0.000345,0.01744,7.894e-05
"489",4.628,0.0003315,0.0001027,0.000184,1.98e-05,1.358e-05,1.981e-05,6.616e-05,0.00015,3.15e-05,0.000211,0.02293,0.0001139,4.628,0.0003515,0.000363,0.0004656,1.986e-05,0.0001836,1.987e-05,0.0001763,0.0005016,2.579e-05,0.0003462,0.0175,7.921e-05
"490",4.6384,0.0003022,0.0001011,0.0001814,1.962e-05,1.346e-05,1.963e-05,6.572e-05,0.0001487,3.121e-05,0.0002116,0.02299,0.0001143,4.6384,0.0003204,0.0003585,0.0004601,1.977e-05,0.0001828,1.978e-05,0.0001762,0.0004994,2.567e-05,0.0003474,0.01755,7.948e-05
"491",4.6488,0.0002754,9.956e-05,0.0001788,1.944e-05,1.333e-05,1.944e-05,6.525e-05,0.0001473,3.092e-05,0.0002122,0.02305,0.0001146,4.6488,0.0002921,0.0003543,0.0004549,1.969e-05,0.000182,1.969e-05,0.000176,0.0004972,2.556e-05,0.0003485,0.0176,7.975e-05
"492",4.6592,0.0002511,9.804e-05,0.0001762,1.925e-05,1.32e-05,1.925e-05,6.475e-05,0.0001459,3.062e-05,0.0002128,0.02311,0.0001149,4.6592,0.0002662,0.0003503,0.00045,1.96e-05,0.0001812,1.961e-05,0.0001757,0.000495,2.545e-05,0.0003497,0.01766,8.001e-05
"493",4.6696,0.0002289,9.655e-05,0.0001737,1.906e-05,1.307e-05,1.906e-05,6.422e-05,0.0001444,3.031e-05,0.0002134,0.02316,0.0001152,4.6696,0.0002427,0.0003466,0.0004454,1.951e-05,0.0001804,1.952e-05,0.0001755,0.0004928,2.533e-05,0.0003509,0.01771,8.027e-05
"494",4.68,0.0002086,9.51e-05,0.0001713,1.886e-05,1.293e-05,1.887e-05,6.367e-05,0.0001429,3e-05,0.000214,0.02322,0.0001155,4.68,0.0002212,0.0003431,0.000441,1.943e-05,0.0001796,1.943e-05,0.0001751,0.0004906,2.522e-05,0.000352,0.01776,8.054e-05
"495",4.6904,0.0001902,9.368e-05,0.0001689,1.866e-05,1.28e-05,1.867e-05,6.31e-05,0.0001414,2.969e-05,0.0002146,0.02328,0.0001159,4.6904,0.0002017,0.0003397,0.0004369,1.934e-05,0.0001788,1.935e-05,0.0001747,0.0004885,2.511e-05,0.0003532,0.01781,8.08e-05
"496",4.7008,0.0001733,9.23e-05,0.0001665,1.846e-05,1.266e-05,1.847e-05,6.252e-05,0.0001399,2.937e-05,0.0002151,0.02333,0.0001162,4.7008,0.0001838,0.0003366,0.0004329,1.925e-05,0.000178,1.926e-05,0.0001743,0.0004863,2.5e-05,0.0003543,0.01786,8.106e-05
"497",4.7112,0.000158,9.094e-05,0.0001642,1.826e-05,1.252e-05,1.827e-05,6.192e-05,0.0001384,2.905e-05,0.0002157,0.02339,0.0001165,4.7112,0.0001676,0.0003335,0.0004292,1.917e-05,0.0001772,1.918e-05,0.0001739,0.0004841,2.489e-05,0.0003554,0.01791,8.132e-05
"498",4.7216,0.000144,8.962e-05,0.0001619,1.806e-05,1.238e-05,1.806e-05,6.13e-05,0.0001369,2.873e-05,0.0002162,0.02344,0.0001168,4.7216,0.0001527,0.0003307,0.0004256,1.908e-05,0.0001764,1.909e-05,0.0001734,0.000482,2.478e-05,0.0003566,0.01796,8.158e-05
"499",4.732,0.0001313,8.832e-05,0.0001596,1.785e-05,1.224e-05,1.786e-05,6.068e-05,0.0001353,2.84e-05,0.0002168,0.02349,0.0001171,4.732,0.0001392,0.000328,0.0004222,1.9e-05,0.0001757,1.901e-05,0.000173,0.0004799,2.467e-05,0.0003577,0.01801,8.183e-05
"500",4.7424,0.0001197,8.705e-05,0.0001574,1.765e-05,1.21e-05,1.766e-05,6.004e-05,0.0001338,2.808e-05,0.0002173,0.02355,0.0001174,4.7424,0.0001269,0.0003254,0.000419,1.891e-05,0.0001749,1.892e-05,0.0001724,0.0004777,2.456e-05,0.0003588,0.01806,8.209e-05
"501",4.7528,0.0001091,8.58e-05,0.0001552,1.744e-05,1.196e-05,1.745e-05,5.94e-05,0.0001322,2.775e-05,0.0002179,0.0236,0.0001176,4.7528,0.0001157,0.0003229,0.0004159,1.883e-05,0.0001741,1.884e-05,0.0001719,0.0004756,2.445e-05,0.0003599,0.01811,8.235e-05
"502",4.7632,9.943e-05,8.458e-05,0.0001531,1.724e-05,1.182e-05,1.725e-05,5.876e-05,0.0001307,2.742e-05,0.0002184,0.02365,0.0001179,4.7632,0.0001054,0.0003205,0.0004129,1.875e-05,0.0001733,1.876e-05,0.0001714,0.0004735,2.434e-05,0.000361,0.01816,8.26e-05
"503",4.7736,9.063e-05,8.338e-05,0.000151,1.703e-05,1.168e-05,1.704e-05,5.811e-05,0.0001291,2.71e-05,0.0002189,0.0237,0.0001182,4.7736,9.611e-05,0.0003182,0.00041,1.867e-05,0.0001726,1.867e-05,0.0001708,0.0004714,2.423e-05,0.0003621,0.0182,8.285e-05
"504",4.784,8.261e-05,8.22e-05,0.0001489,1.683e-05,1.154e-05,1.684e-05,5.745e-05,0.0001276,2.678e-05,0.0002194,0.02375,0.0001185,4.784,8.761e-05,0.000316,0.0004072,1.858e-05,0.0001718,1.859e-05,0.0001702,0.0004694,2.413e-05,0.0003632,0.01825,8.31e-05
"505",4.7944,7.531e-05,8.105e-05,0.0001469,1.663e-05,1.14e-05,1.663e-05,5.68e-05,0.0001261,2.645e-05,0.00022,0.0238,0.0001188,4.7944,7.986e-05,0.0003139,0.0004046,1.85e-05,0.0001711,1.851e-05,0.0001696,0.0004673,2.402e-05,0.0003643,0.0183,8.335e-05
"506",4.8048,6.864e-05,7.991e-05,0.0001449,1.643e-05,1.126e-05,1.643e-05,5.614e-05,0.0001245,2.613e-05,0.0002205,0.02385,0.000119,4.8048,7.28e-05,0.0003119,0.000402,1.842e-05,0.0001703,1.843e-05,0.000169,0.0004652,2.392e-05,0.0003654,0.01834,8.36e-05
"507",4.8152,6.257e-05,7.88e-05,0.0001429,1.622e-05,1.113e-05,1.623e-05,5.549e-05,0.000123,2.581e-05,0.000221,0.02389,0.0001193,4.8152,6.636e-05,0.0003099,0.0003995,1.834e-05,0.0001696,1.835e-05,0.0001684,0.0004632,2.381e-05,0.0003665,0.01839,8.385e-05
"508",4.8256,5.704e-05,7.77e-05,0.000141,1.602e-05,1.099e-05,1.603e-05,5.483e-05,0.0001215,2.549e-05,0.0002215,0.02394,0.0001196,4.8256,6.049e-05,0.000308,0.0003971,1.826e-05,0.0001688,1.826e-05,0.0001678,0.0004611,2.37e-05,0.0003676,0.01844,8.41e-05
